# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.global.initialize.library.bridges.after.loading.ms,1747808656086000000,1747808713113000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1747808656086000000,1747808713113000000,11
workspaceModel.global.apply.state.to.project.ms,1747808656086000000,1747808713113000000,0
jps.load.project.to.empty.storage.ms,1747808656086000000,1747808713113000000,4112
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1747808656086000000,1747808713113000000,0
jps.global.get.library.ms,1747808656086000000,1747808713113000000,0
workspaceModel.load.cache.from.file.ms,1747808656086000000,1747808713113000000,0
jps.facet.change.listener.before.change.events.ms,1747808656086000000,1747808713113000000,0
jps.project.serializers.save.ms,1747808656086000000,1747808713113000000,33
workspaceModel.save.cache.to.file.ms,1747808656086000000,1747808713113000000,12420
jps.global.handle.before.change.events.ms,1747808656086000000,1747808713113000000,0
jps.module.iml.entities.serializer.load.entities.ms,1747808656086000000,1747808713113000000,0
workspaceModel.load.cache.metadata.from.file.ms,1747808656086000000,1747808713113000000,0
jps.app.storage.content.writer.save.component.ms,1747808656086000000,1747808713113000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1747808656086000000,1747808713113000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1747808656086000000,1747808713113000000,437
workspaceModel.moduleManagerBridge.create.module.instance.ms,1747808656086000000,1747808713113000000,1147
jps.save.changed.project.entities.ms,1747808656086000000,1747808713113000000,33
jps.global.get.library.by.name.ms,1747808656086000000,1747808713113000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1747808656086000000,1747808713113000000,1
FilePageCache.maxCacheSizeInBytes,1747808656086000000,1747808713113000000,263208960
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1747808656086000000,1747808713113000000,280
FilePageCache.pageHits,1747808656086000000,1747808713113000000,71
FilePageCacheLockFree.totalBytesRequested,1747808656086000000,1747808713113000000,811008
StreamlinedBlobStorage.recordsAllocated,1747808656086000000,1747808713113000000,4
FilePageCacheLockFree.totalPagesAllocated,1747808656086000000,1747808713113000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1747808656086000000,1747808713113000000,17337
MappedFileStorage.totalPagesMapped,1747808656086000000,1747808713113000000,15
FilePageCacheLockFree.totalPagesHandedOver,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.totalPagesReadMs,1747808656086000000,1747808713113000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.totalBytesWritten,1747808656086000000,1747808713113000000,5301
FilePageCacheLockFree.heapBytesInUse,1747808656086000000,1747808713113000000,0
FilePageCache.totalPageDisposalsUs,1747808656086000000,1747808713113000000,28
FilePageCacheLockFree.housekeeperTimeSpentMs,1747808656086000000,1747808713113000000,2704
DirectByteBufferAllocator.reclaimed,1747808656086000000,1747808713113000000,0
FilePageCache.disposedBuffers,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.nativeBytesInUse,1747808656086000000,1747808713113000000,16384
DirectByteBufferAllocator.hits,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1747808656086000000,1747808713113000000,0
DirectByteBufferAllocator.misses,1747808656086000000,1747808713113000000,18
MappedFileStorage.storages,1747808656086000000,1747808713113000000,15
FilePageCache.maxRegisteredFiles,1747808656086000000,1747808713113000000,547
FilePageCacheLockFree.totalNativeBytesReclaimed,1747808656086000000,1747808713113000000,0
FilePageCache.uncachedFileAccess,1747808656086000000,1747808713113000000,40
FilePageCacheLockFree.housekeeperTurnsDone,1747808656086000000,1747808713113000000,106
FilePageCacheLockFree.totalPagesRequested,1747808656086000000,1747808713113000000,99
FilePageCacheLockFree.totalHeapBytesAllocated,1747808656086000000,1747808713113000000,0
StorageLockContext.competingThreads.max,1747808656086000000,1747808713113000000,0
StorageLockContext.competingThreads.avg,1747808656086000000,1747808713113000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747808656086000000,1747808713113000000,263225344
FilePageCacheLockFree.totalPagesReclaimed,1747808656086000000,1747808713113000000,0
FilePageCache.pageFastCacheHits,1747808656086000000,1747808713113000000,3566
FilePageCacheLockFree.totalBytesRead,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1747808656086000000,1747808713113000000,20483
StorageLockContext.competingThreads.90P,1747808656086000000,1747808713113000000,0
FilePageCache.capacityInBytes,1747808656086000000,1747808713113000000,503316478
StreamlinedBlobStorage.recordsDeleted,1747808656086000000,1747808713113000000,0
StreamlinedBlobStorage.recordsRelocated,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747808656086000000,1747808713113000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1747808656086000000,1747808713113000000,1
FilePageCacheLockFree.totalPagesWritten,1747808656086000000,1747808713113000000,2
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747808656086000000,1747808713113000000,0
MappedFileStorage.totalBytesMapped,1747808656086000000,1747808713113000000,136314880
FilePageCacheLockFree.totalPagesWriteMs,1747808656086000000,1747808713113000000,2
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1747808656086000000,1747808713113000000,58
FilePageCacheLockFree.totalHeapBytesReclaimed,1747808656086000000,1747808713113000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1747808656086000000,1747808713113000000,0
FilePageCache.pageLoads,1747808656086000000,1747808713113000000,18
FilePageCache.totalPageLoadsUs,1747808656086000000,1747808713113000000,9767
DirectByteBufferAllocator.disposed,1747808656086000000,1747808713113000000,0
FlushQueue.executionTimeMaxNs,1747808656086000000,1747808713113000000,0
FlushQueue.executionTime90PNs,1747808656086000000,1747808713113000000,0
FlushQueue.queueSizeMax,1747808656086000000,1747808713113000000,0
FlushQueue.queueSize90P,1747808656086000000,1747808713113000000,0
FlushQueue.waitingTimeAvgNs,1747808656086000000,1747808713113000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1747808656086000000,1747808713113000000,17982645152
NonBlockingReadAction.finalizedExecutionsCount,1747808656086000000,1747808713113000000,51
FlushQueue.waitingTime90PNs,1747808656086000000,1747808713113000000,0
ReadAction.executionsCount,1747808656086000000,1747808713113000000,67901
AWTEventQueue.eventsDispatched,1747808656086000000,1747808713113000000,1
FlushQueue.tasksExecuted,1747808656086000000,1747808713113000000,0
AWTEventQueue.dispatchTime90PNs,1747808656086000000,1747808713113000000,1359871
FlushQueue.waitingTimeMaxNs,1747808656086000000,1747808713113000000,0
FlushQueue.queueSizeAvg,1747808656086000000,1747808713113000000,0.0
NonBlockingReadAction.failedExecutionsCount,1747808656086000000,1747808713113000000,1
AWTEventQueue.dispatchTimeMaxNs,1747808656086000000,1747808713113000000,1359871
FlushQueue.executionTimeAvgNs,1747808656086000000,1747808713113000000,0.0
WriteAction.executionsCount,1747808656086000000,1747808713113000000,41
AWTEventQueue.dispatchTimeAvgNs,1747808656086000000,1747808713113000000,1355776.0
NonBlockingReadAction.failedExecutionTimeUs,1747808656086000000,1747808713113000000,24849
NonBlockingReadAction.finalizedExecutionTimeUs,1747808656086000000,1747808713113000000,1675120
JVM.totalBytesAllocated,1747808656086000000,1747808713113000000,2600052712
JVM.totalCpuTimeMs,1747808656086000000,1747808713113000000,47165
JVM.threadCount,1747808656086000000,1747808713113000000,142
JVM.usedNativeBytes,1747808656086000000,1747808713113000000,383884552
JVM.usedHeapBytes,1747808656086000000,1747808713113000000,440265296
JVM.maxNativeBytes,1747808656086000000,1747808713113000000,-1
JVM.GC.collectionTimesMs,1747808656086000000,1747808713113000000,1892
OS.loadAverage,1747808656086000000,1747808713113000000,60.96728515625
JVM.GC.collections,1747808656086000000,1747808713113000000,30
JVM.maxHeapBytes,1747808656086000000,1747808713113000000,2147483648
Indexes.stubs.lookups,1747808713113000000,1747808774990000000,0.0
Indexes.entries.lookupDurationAvgMs,1747808713113000000,1747808774990000000,0.0
Indexes.entries.lookupDurationMaxMs,1747808713113000000,1747808774990000000,0.0
Indexes.entries.lookups,1747808713113000000,1747808774990000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1747808713113000000,1747808774990000000,0.0
